Id,Modulo,Nodo,Punto,Especie,Genero,Epiteto,Sexo,Edad,Est Reprod,LP,LO,LCO,LCU,LT,LV,Peso (g),Fecha,Obs
209,1,66,A1,Peromyscus sp.,Peromyscus,morfo 1,H,Juv,SC,21,18,115,73,188,40,21,7/17/2022,"Morfo amarillo café, sin muestra de heces"
210,1,66,A2,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,20,17,115,65,180,39,20,7/17/2022,"Morfo amarillo café, muesca en oreja derecha"
211,1,66,A5,Peromyscus sp.,Peromyscus,morfo 1,M,SAd,TI,21,16,106,62,168,33,16,7/17/2022,Morfo amarillo café
212,1,66,A8,Peromyscus sp.,Peromyscus,morfo 2,M,Juv,TI,21,15,106,67,173,34,16,7/17/2022,"Morfo amarillo café, flancos naranjas, coloración del vientre beige/naranja, morfo similar a Estanzuela"
199,1,66,A11,Peromyscus sp.,Peromyscus,,,,,,,,,0,,,7/17/2022,Recaptura
213,1,66,B6,Peromyscus sp.,Peromyscus,morfo 1,H,Ad,SA,20,17,112,72,184,37,19,7/17/2022,Morfo amarillo café
214,1,66,B10,Peromyscus sp.,Peromyscus,morfo 3,M,SAd,TE,19,16,102,63,165,36,19,7/17/2022,"Morfo amarillo café, vientre crema y naranja como morfo estanzuela"
201,1,66,B11,Peromyscus sp.,Peromyscus,,,,,,,,,0,,,7/17/2022,Recaptura
215,1,66,B12,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,20,17,115,74,189,35,20,7/17/2022,Morfo amarillo café
216,1,66,D8,Peromyscus sp.,Peromyscus,morfo 1,M,SAd,TI,21,17,98,72,170,37,18,7/17/2022,"Morfo amarillo café, probable recaptura de octubre"
217,1,66,D9,Peromyscus sp.,Peromyscus,morfo 2,H,Ad,SA,22,17,107,74,181,38,20,7/17/2022,"Morfo amarillo café, con flancos naranjas"
218,1,66,C9,Peromyscus sp.,Peromyscus,morfo 2,M,Ad,TE,19,17,106,70,176,39,16,7/17/2022,"Morfo amarillo café, flancos naranjas, vientre blanco, tiene una protuberancia en el abdomen"
219,1,66,C11,Peromyscus sp.,Peromyscus,morfo 1,H,Juv,SC,19,16,110,68,178,36,19,7/17/2022,Morfo amarillo café
220,1,66,C12,Peromyscus sp.,Peromyscus,morfo 2,H,Juv,SC,21,16,110,67,177,37,18,7/17/2022,"Morfo amarillo café, flancos naranjas"
221,0,60,A3,Peromyscus sp.,Peromyscus,morfo 2,H,Juv,SC,21,16,110,67,177,37,18,7/20/2022,"Morfo amarillo café, flancos naranjas"
222,0,60,A5,Peromyscus sp.,Peromyscus,morfo 2,H,Juv,SC,20,15,92,73,165,38,22,7/20/2022,"Morfo amarillo café, flancos naranjas, coloración naranja cuello, vientre color crema"
223,0,60,A8,Peromyscus sp.,Peromyscus,morfo 1,H,Juv,SC,20,16,57,62,119,30,19,7/20/2022,"Morfo amarillo café, cola corta, sin muestra de tejido"
224,0,60,A11,Peromyscus sp.,Peromyscus,morfo 1,M,SAd,TI,21,15,91,65,156,29,22,7/20/2022,Morfo amarillo café
225,0,60,A3,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,22,16,95,72,167,33,24,7/21/2022,"Morfo amarillo café, pelaje juvenil, vientre grisáceo, muesca en oreja derecha"
226,0,60,A11,Peromyscus sp.,Peromyscus,morfo 2,H,Juv,SC,21,16,102,68,170,38,21,7/21/2022,"Morfo amarillo café, flancos naranjas tenues, vientre claro"
223,0,60,A6,Peromyscus sp.,Peromyscus,,,,,,,,,0,,,7/22/2022,Recaptura
227,1,63,A4,Peromyscus sp.,Peromyscus,morfo 1,H,Juv,SC,21,16.5,102,80,182,36,23,19/08/22,Morfo amarillo café
228,1,63,A6,Peromyscus sp.,Peromyscus,morfo 1,H,Ad,SA,21,17,106,80,186,35.5,28,19/08/22,"Morfo amarillo café, flancos amarillos, vientre crema, mamas desarrolladas, sin muestra de pelo"
229,1,63,A8,Peromyscus sp.,Peromyscus,morfo 1,H,Juv,Preñada|SA,21,16,104,73,177,35,18,19/08/22,Pelaje juvenil
230,1,63,A11,Peromyscus sp.,Peromyscus,morfo 2,M,Ad,TE,21,18,98,85,183,40,24,19/08/22,"Sin tejido. Morfo amarillo café-naranja, cachetes y flancos con coloración amarillo-naranja. Vientre en base oscura, punta crema; dorso con tonalidades marron-naranja; linea lateral entre vientre y dorso muy marcada; cola parcialmente bicoloreada; almohadillas desarrolladas; cola mocha. "
231,1,63,A12,Peromyscus sp.,Peromyscus,morfo 2,H,Ad,SA,20,17,73,80,153,37,29,19/08/22,"Sin tejido. Morfo amarillo-café naranja, coloración naranja muy marcada, cola mocha, almohadillas bien desarrolladas, tres pares de mamas. "
232,1,63,B5,Peromyscus sp.,Peromyscus,morfo 2,H,Ad,Preñada|SA,20,17.5,100,77,177,34,22,19/08/22,"Morfo amarillo café-naranja, flancos naranjas, cola parcialmente bicoloreada, tres pares de mamas. Mamas desarrolladas. Probablemente preñada"
233,1,63,B7,Peromyscus sp.,Peromyscus,morfo 1,H,Juv,SC,20,16,99,67,166,34,19,19/08/22,"Morfo amarillo café, almohadillas desarrolladas y oscuras"
234,1,63,B8,Peromyscus sp.,Peromyscus,morfo 2,M,Ad,TE,21,16,111,72,183,36,25,19/08/22,"Morfo amarillo-café naranja, dorso naranja, flancos y cachetes naranjas, coloración entre vientre y dorso muy marcada por linea lateral, cola parcialmente bicoloreada, testiculos bajando "
235,1,63,B10,Peromyscus sp.,Peromyscus,morfo 1,H,Ad,Preñada,22,16,117,87,204,36,31,19/08/22,"Morfo amarillo-café, mamas desarrolladas"
236,1,63,C1,Peromyscus sp.,Peromyscus,morfo 1,H,Juv,SC,21,15,87,65,152,30,15,19/08/22,"Morfo amarillo café, coloración de pelaje juvenil, nombrado antes morfo gris"
NA,1,63,C2,Peromyscus sp.,Peromyscus,morfo 2,M,Ad,TE,21,17,106,77,183,38,19,19/08/22,"Sin tejido, sin arete. Morfo amarillo-café-naranaja, flancos naranjas, vientre oscuro en base crema en punta, corte en oreja derecha, cola bicoloreada y cubierta de pelo. "
237,1,63,C3,Peromyscus sp.,Peromyscus,morfo 2,M,Ad,TE,20,15,103,75,178,34,24,19/08/22,"Morfo amarillo-café-naranja, flancos, cuello y cachetes naranjas; coloración marron en dorso"
238,1,63,C6,Peromyscus sp.,Peromyscus,morfo 1,M,SAd,TI,21,16,105,73,178,34,20,19/08/22,Morfo amarillo-café. Tornando a coloración de pelaje de adulto
239,1,63,C10,Peromyscus sp.,Peromyscus,morfo 1,H,Juv,SC,19,17,87,72,159,34,15,19/08/22,Morfo amarillo-café
240,1,63,C11,Peromyscus sp.,Peromyscus,morfo 1,M,SAd,TE,21,15.5,100.5,70,170.5,36,20,19/08/22,"Morfo amarillo-café, pasando a coloración adulta"
241,1,63,C13,Peromyscus sp.,Peromyscus,morfo 2,M,Ad,TE,21,16,100,81,181,36,24,19/08/22,"Morfo amarillo-café, flancos naranjas, vientre muy blanco, revisar fotos"
242,1,63,D2,Peromyscus sp.,Peromyscus,morfo 2,M,Ad,TE,20,16.5,107,80,187,38,22,19/08/22,"Morfo amrillo café, flancos naranja claros, cola bicoloreadas y cubierta de pelos, muesca en oreja izquierda y tres en la derecha"
243,1,63,D6,Peromyscus sp.,Peromyscus,morfo 1,H,Juv,SC,20,15.5,89,77,166,33,17,19/08/22,"Amarillo café, pelaje juvenil"
244,1,63,D8,Peromyscus sp.,Peromyscus,morfo 1,H,SAd,SC,20.5,17,106,76,182,32.5,21,19/08/22,Morfo amarillo café
245,1,63,D9,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,21,17,102,87,189,34,22,19/08/22,Morfo amarillo-café
246,1,63,D10,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,20,15,87,66,153,31,12,19/08/22,Cria pasando a juvenil
247,1,63,A11,Peromyscus sp.,Peromyscus,morfo 1,H,Ad,SA,20.5,17,105,80,185,34,24,20/08/22,Morfo amarillo café
248,1,63,A12,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,20,17,93,82,175,35,23,20/08/22,Morfo amarillo café
249,1,63,B8,Peromyscus sp.,Peromyscus,morfo 1,M,SAd,TI,20.5,16,97,73,170,35,32,20/08/22,"Morfo amarillo café, lunar blanco abajo del ojo derecho"
250,1,63,B12,Peromyscus sp.,Peromyscus,morfo 2,M,Juv,TI,20.5,16,102,67,169,34,15,20/08/22,"Morfo amarillo café, flancos naranjas, coloracion juvenil"
251,1,63,B2,Peromyscus sp.,Peromyscus,morfo 2,H,Ad,SA,19.5,16,105,91,196,37,25,20/08/22,"Morfo naranja, tres pares de mamas, vientre crema, dorso marron, laterales naranjas, coloa bicoloreada"
252,1,63,C10,Peromyscus sp.,Peromyscus,morfo 1,M,SAd,TI,20.5,16,112,76,188,34,23,20/08/22,morfo amarillo café
253,1,63,D1,Peromyscus sp.,Peromyscus,morfo 2,M,Ad,TI,20,16,100,82,182,40,27,20/08/22,"Morfo amrillo café, cachetes y flancos naranjas, vientre crema. Los testiculos estan bajando"
254,1,63,D2,Peromyscus sp.,Peromyscus,morfo 2,H,Ad,SA,21,16,98,74,172,36,21,20/08/22,"Morfo amarillo café-naranja, dorso marron, naranja en flancos y cuello, cola bicoloreada"
255,1,63,D6,Peromyscus sp.,Peromyscus,morfo 1,H,Juv,YI,20,16,90,72,162,28,16,20/08/22,Morfo amarillo café
256,1,63,D10,Peromyscus sp.,Peromyscus,morfo 2,H,Ad,Preñada,21,16,105,78,183,33,28,20/08/22,"Morfo amarillo café-naranja, dorso marron, oreja naranja"
228,1,63,A6,,,,,,,,,,,,,,20/08/22,Recaptura
240,1,63,A13,,,,,,,,,,,,,,20/08/22,Recaptura
233,1,63,B7,,,,,,,,,,,,,,20/08/22,Recaptura
236,1,63,C1,,,,,,,,,,,,,,20/08/22,Recaptura
238,1,63,C6,,,,,,,,,,,,,,20/08/22,Recaptura
,1,63,A7,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,21,17,,,0,40,29,20/08/22,"Se escapo, amarillo café"
257,1,63,A8,Peromyscus sp.,Peromyscus,morfo 1,M,SAd,TI,21,16.5,104,72,176,34,23,21/08/22,"Morfo amarillo café, pelaje juvenil"
258,1,63,A12,Liomys irroratus,Liomys ,irroratus,H,Ad,SA,29,13,135,112,247,29,43,21/08/22,Presencia garrapata roja
259,1,63,C1,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,20,15.5,95,71,166,34,18,21/08/22,"Amarillo café, pelaje juvenil, presencia de pulgas"
260,1,63,C2,Peromyscus sp.,Peromyscus,morfo 2,M,Ad,TE,21,16.5,103,80,183,36,24,21/08/22,"Morfo amarillo café-naranja, flancos, cachetes y cuello naranja, dorso marron, presencia pulgas"
261,1,63,C5,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,20.5,16,98,78,176,34,33,21/08/22,"morfo amarillo café, vientre blanco"
262,1,63,C6,Peromyscus sp.,Peromyscus,morfo 2,H,Ad,Preñada,21,16,105,80,185,37,33,21/08/22,"Morfo amarillo café-naranaja, mamas desarrolladas, muesca en oreja derecha"
263,1,63,C10,Peromyscus sp.,Peromyscus,morfo 1,H,Ad,Lactante,19,17,95,74,169,36,25,21/08/22,"Sin heces. Morfo amarillo café, mamas desarrolladas, lactante, hueco en oreja izquierda"
264,1,63,D2,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,21,16,99,80,179,35,23,21/08/22,"Morfo amarillo café, con garrapatas"
265,1,63,D6,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,20,17,95,75,170,35,27,21/08/22,"Morfo amarillo café, contraste marcado entre dorso y vientre, flancos marron claro y vientre blanco"
266,1,63,D9,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,19,17,93,82,175,35,29,21/08/22,"Sin tejido. Morfo amarillo café, presencia pulgas, pata izq más grande (21 mm) "
240,1,63,A13,,,,,,,,,,,0,,,21/08/22,Recaptura
232,1,63,B5,,,,,,,,,,,0,,,21/08/22,Recaptura
250,1,63,B10,,,,,,,,,,,0,,,21/08/22,Recaptura
242,1,63,D1,,,,,,,,,,,0,,,21/08/22,Recaptura
267,0,57,B1,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,20.5,16,91,75,166,,,24/08/22,
268,0,57,B2,Peromyscus sp.,Peromyscus,morfo 2,H,Ad,SA,21,16,112,87,199,36,22,24/08/22,"Morfo amarillo café-naranja, dorso marron oscuro, vientre crema, flancos naranjas, cola semi bicoloreada, orejas oscuras"
269,0,57,B3,Peromyscus sp.,Peromyscus,morfo 2,M,Ad,TE,21,17,108,89,197,37,26,24/08/22,"Morfo amarillo café-naranaja, lateral marron naranja, contraste marcado entre vientre y dorso"
270,0,57,B7,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,21,16,95,80,175,39,21,24/08/22,"Morfo amarillo café, coloración juvenil, parecido a ID 269"
271,0,57,D1,Peromyscus sp.,Peromyscus,morfo 1,M,SAd,TI,21,16.5,100,82,182,39,27,24/08/22,"Morfo amarillo café, cola bicoloreada, linea dorsal y ventral bien marcada, cachetes naranjas"
272,0,57,B2,Peromyscus sp.,Peromyscus,morfo 2,H,Juv,SC,20,16,96,78,174,38,25,25/08/22,"Morfo amarillo café-naranja, pelaje pasando a adulto"
273,0,57,B7,Peromyscus sp.,Peromyscus,morfo 2,M,Ad,TE,21.5,17,104,86,190,38.5,24,25/08/22,"Morfo amarillo café, linea entre dorso y vientre muy marcado, dorso marron rojizo"
274,0,57,B10,Peromyscus sp.,Peromyscus,morfo 2,H,Juv,SC,19,15,105,80,185,37,22,25/08/22,"Sin tejido. Morfo amarillo café-naranja, flancos, cachetes y cuello naranjas, vientre crema"
275,0,57,C1,Peromyscus sp.,Peromyscus,morfo 2,M,Juv,TI,19,16,95,71,166,37,25,25/08/22,"Morfo amarillo café naranja, flancos y cachetes naranjas claro, coloración juvenil, subadulto"
267,0,57,A1,,,,,,,,,,,,,,25/08/22,
268,0,57,B2,,,,,,,,,,,,,,25/08/22,
270,0,57,C7,,,,,,,,,,,,,,25/08/22,
NA,0,57,D1,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,20,16,105,83,188,38,22,26/08/22,"Morfo amarillo café, vientre blanco, linea entre dorso y vientre muy marcada, dorso marron rojizo, cachete naranja claro, cola bicoloreada"
276,0,57,A1,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,20,15,102,80,182,35,24,26/08/22,"Sin heces. Morfo amarillo café, vientre crema"
277,0,57,A7,Peromyscus sp.,Peromyscus,morfo 1,H,Ad,Preñada,20,16,103,75,178,35,23,26/08/22,Morfo amarillo café
278,0,57,B12,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,20,15,91,77,168,33,22,26/08/22,"Morfo amarillo café, pelaje juvenil"
279,0,57,C5,Peromyscus sp.,Peromyscus,morfo 2,M,Ad,TI,20,16,106,85,191,36,27,26/08/22,"Sin heces. Morfo amarillo café-naranja, vientre blanco"
273,0,57,A4,,,,,,,,,,,,,,26/08/22,
275,0,57,B1,,,,,,,,,,,,,,26/08/22,
268,0,57,B3,,,,,,,,,,,,,,26/08/22,
270,0,57,B7,,,,,,,,,,,,,,26/08/22,
272,0,57,C1,,,,,,,,,,,,,,26/08/22,
